Label,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
Main-BigBad,1.0000,3.16,"2,278,246"
Main-TheHero,0.4309,2.78,"5,670,779"
Main-CompleteMonster,0.4190,3.32,"605,059"
Main-TheDragon,0.4062,3.23,"513,615"
Main-GenreSavvy,0.3922,2.62,"15,215,245"
Main-HeelFaceTurn,0.3832,2.74,"6,351,935"
Main-AxCrazy,0.3484,2.69,"7,084,169"
Main-ItGotWorse,0.2927,3.35,"218,423"
Main-FaceHeelTurn,0.2829,2.79,"3,185,374"
Main-TooDumbToLive,0.2681,2.64,"9,482,523"
Main-AntiHero,0.2609,2.73,"5,173,557"
Main-CrapsackWorld,0.2476,3.06,"2,343,896"
Main-KickTheDog,0.2349,3.02,"1,450,464"
Main-WellIntentionedExtremist,0.2291,2.69,"4,236,152"
Main-XanatosGambit,0.2261,2.78,"2,861,707"
Main-ManipulativeBastard,0.2149,2.71,"3,962,784"
Main-KnightTemplar,0.2085,2.70,"3,282,307"
Main-BigDamnHeroes,0.2077,2.66,"5,268,205"
Main-TheReveal,0.2053,2.77,"3,496,875"
Main-ArsonMurderAndJaywalking,0.2026,3.34,"208,826"
Main-CorruptCorporateExecutive,0.2025,2.77,"4,184,310"
Main-MindRape,0.1901,2.71,"3,135,184"
Main-WhatTheHellHero,0.1898,3.19,"278,366"
Main-NamesToRunAwayFromReallyFast,0.1875,3.21,"669,898"
Main-TheEndOfTheWorldAsWeKnowIt,0.1871,2.78,"2,169,454"
Main-EvilCounterpart,0.1861,2.65,"3,999,852"
Main-FantasticRacism,0.1860,2.68,"5,312,636"
Main-AGodAmI,0.1848,2.70,"3,731,208"
Main-TheChessmaster,0.1832,2.72,"3,323,100"
Main-HeroicSociopath,0.1822,2.85,"1,605,159"
Main-SmugSnake,0.1816,2.68,"3,488,061"
Main-BackFromTheDead,0.1814,2.73,"3,084,171"
Main-TheEmpire,0.1749,2.87,"1,561,813"
Main-AffablyEvil,0.1748,2.65,"4,711,920"
Main-BloodKnight,0.1730,2.77,"1,862,507"
Main-VillainProtagonist,0.1725,2.68,"5,743,584"
Main-OmnicidalManiac,0.1721,2.79,"1,329,396"
Main-RoaringRampageOfRevenge,0.1666,2.76,"2,899,124"
Main-LaResistance,0.1620,2.86,"1,888,923"
Main-DrivenToSuicide,0.1596,2.71,"5,755,044"
Main-EvilOverlord,0.1594,2.81,"1,549,447"
Main-EvenEvilHasStandards,0.1587,3.14,"334,371"
Main-FateWorseThanDeath,0.1578,2.70,"2,666,835"
Main-EvilTwin,0.1576,2.73,"2,355,905"
Main-DealWithTheDevil,0.1562,2.73,"3,217,918"
Main-BackStory,0.1559,2.94,"1,114,086"
Main-TheMole,0.1550,2.86,"2,015,721"
Main-BatmanGambit,0.1499,2.69,"3,803,894"
Main-HumansAreBastards,0.1496,2.74,"3,374,649"
Main-NotSoDifferent,0.1474,2.70,"2,639,873"
Main-ForTheEvulz,0.1474,2.74,"2,646,649"
Main-IdiotBall,0.1465,2.73,"2,917,941"
Main-DisproportionateRetribution,0.1452,2.61,"6,328,110"
Main-KillEmAll,0.1449,2.78,"2,552,437"
Main-AlwaysChaoticEvil,0.1444,2.75,"2,062,960"
Main-UnstoppableRage,0.1437,2.73,"1,993,877"
Main-EnemyMine,0.1427,2.71,"2,813,717"
Main-WorldWarII,0.1416,2.81,"5,013,322"
Main-DeusExMachina,0.1397,2.71,"3,674,080"
Main-PetTheDog,0.1381,2.70,"2,644,747"
Main-HoistByHisOwnPetard,0.1373,2.68,"3,414,175"
Main-FreudianExcuse,0.1372,2.67,"3,234,258"
Main-PsychoForHire,0.1353,2.78,"1,204,106"
Main-TheMessiah,0.1346,2.80,"1,419,574"
Main-BrainwashedAndCrazy,0.1333,2.81,"1,190,218"
Main-SuperpoweredEvilSide,0.1330,2.80,"1,166,603"
Main-Satan,0.1310,2.81,"1,713,351"
Main-VillainousBreakdown,0.1305,3.19,"99,018"
Main-TheAtoner,0.1262,2.84,"1,431,969"
Main-QuirkyMinibossSquad,0.1244,2.86,"904,174"
Main-EvilLaugh,0.1236,2.70,"2,174,306"
Main-ArtifactOfDoom,0.1231,2.79,"1,453,126"
Main-TheStarscream,0.1212,2.75,"1,251,870"
Main-RedemptionEqualsDeath,0.1190,2.82,"1,251,031"
Main-ProudWarriorRaceGuy,0.1188,2.81,"1,296,273"
Main-CardCarryingVillain,0.1175,2.76,"1,262,630"
Main-PapaWolf,0.1165,2.63,"3,447,112"
Main-TakeAThirdOption,0.1132,2.77,"1,908,370"
Main-ThePowerOfLove,0.1124,2.74,"2,158,424"
Main-XanatosRoulette,0.1094,2.80,"1,043,420"
Main-NotQuiteDead,0.1090,2.82,"986,086"
Main-MyGodWhatHaveIDone,0.1086,2.76,"1,901,625"
Main-EarthShatteringKaboom,0.1079,2.89,"1,118,105"
Main-DependingOnTheWriter,0.1073,2.77,"1,097,575"
Main-TheChosenOne,0.1068,2.84,"1,460,487"
Main-WorthyOpponent,0.1059,2.78,"1,247,381"
Main-ThoseWackyNazis,0.1048,2.95,"1,121,270"
Main-SerialKiller,0.1044,2.87,"1,530,683"
Main-HannibalLecture,0.1015,2.81,"924,816"
Main-IronicEcho,0.1008,2.72,"2,548,251"
Main-ThePowerOfFriendship,0.1005,2.82,"956,807"
Main-TheManBehindTheMan,0.1000,2.81,"1,079,508"
Main-KarmicDeath,0.0998,2.82,"1,153,110"
Main-StartOfDarkness,0.0995,2.86,"663,340"
Main-DespairEventHorizon,0.0982,2.75,"1,998,755"
Main-TakeOverTheWorld,0.0978,2.86,"863,008"
Main-NoHoldsBarredBeatdown,0.0967,2.75,"1,586,776"
Main-ColdBloodedTorture,0.0958,2.84,"1,082,509"
Main-TrueCompanions,0.0957,2.64,"2,241,080"
Main-PersonOfMassDestruction,0.0941,2.82,"813,766"
Main-DefeatMeansFriendship,0.0925,2.81,"1,094,939"
Main-PunchClockVillain,0.0918,2.78,"1,236,120"
Main-HonorBeforeReason,0.0912,3.27,"223,076"
Main-DangerouslyGenreSavvy,0.0903,2.77,"1,057,318"
Main-FailureIsTheOnlyOption,0.0891,2.82,"1,326,183"
Main-God,0.0889,2.99,"848,718"
Main-DeathIsCheap,0.0889,2.81,"950,763"
Main-YouHaveOutlivedYourUsefulness,0.0888,2.79,"949,388"
Main-EarnYourHappyEnding,0.0883,2.71,"2,407,583"
Main-SlidingScaleOfIdealismVersusCynicism,0.0874,2.59,"5,539,397"
Main-ShutUpHannibal,0.0864,2.72,"1,364,169"
Main-TheReasonYouSuckSpeech,0.0852,3.03,"340,401"
Main-NobleDemon,0.0847,2.84,"603,762"
Main-UnwittingPawn,0.0846,2.81,"734,719"
Main-YouHaveFailedMe,0.0844,2.80,"1,069,583"
Main-LukeIAmYourFather,0.0830,2.77,"1,598,905"
Main-ShootTheDog,0.0829,2.80,"1,077,618"
Main-MonsterClown,0.0825,2.77,"1,604,978"
Main-MoralityPet,0.0824,2.79,"974,391"
Main-MegaCorp,0.0816,2.82,"1,397,032"
Main-BadFuture,0.0814,2.90,"437,430"
Main-LightIsNotGood,0.0808,2.65,"2,090,143"
Main-DarkAndTroubledPast,0.0808,2.79,"1,661,542"
Main-DeadLittleSister,0.0807,2.80,"1,174,715"
Main-TheCaptain,0.0789,2.91,"812,054"
Main-TheObiWan,0.0782,2.91,"696,238"
Main-SlasherSmile,0.0779,2.77,"1,015,928"
Main-WellDoneSonGuy,0.0765,2.78,"1,388,308"
Main-TheFederation,0.0757,2.96,"506,618"
Main-TheBrute,0.0757,2.74,"1,024,032"
Main-PsychopathicManchild,0.0754,2.77,"831,844"
Main-VillainWithGoodPublicity,0.0752,2.79,"1,011,499"
Main-ChronicBackstabbingDisorder,0.0748,2.78,"762,443"
Main-RagtagBunchOfMisfits,0.0747,2.71,"2,321,416"
Main-AncientConspiracy,0.0739,2.92,"546,553"
Main-AssholeVictim,0.0736,2.81,"1,696,999"
Main-DisneyDeath,0.0735,2.71,"1,785,763"
Main-CassandraTruth,0.0735,2.74,"2,142,577"
Main-NietzscheWannabe,0.0729,2.86,"434,952"
Main-BigGood,0.0715,2.84,"514,932"
Main-ReasonableAuthorityFigure,0.0710,2.82,"1,042,024"
Main-ItsPersonal,0.0704,2.85,"628,971"
Main-UtopiaJustifiesTheMeans,0.0702,2.78,"781,654"
Main-CainAndAbel,0.0699,2.76,"1,232,876"
Main-DeathSeeker,0.0697,2.83,"651,309"
Main-ScrewDestiny,0.0692,2.80,"637,279"
Main-TheDarkSide,0.0691,2.97,"187,423"
Main-ChurchMilitant,0.0690,2.85,"770,687"
Main-BeCarefulWhatYouWishFor,0.0688,2.79,"1,453,229"
Main-ObstructiveBureaucrat,0.0687,2.89,"1,007,808"
Main-EvilChancellor,0.0685,2.82,"1,224,954"
Main-Brainwashed,0.0683,2.90,"546,846"
Main-BadBoss,0.0678,2.83,"924,910"
Main-KnightInShiningArmor,0.0672,2.93,"773,089"
Main-MercyKill,0.0666,2.84,"686,112"
Main-HeWhoFightsMonsters,0.0665,2.74,"1,105,840"
Main-IDidWhatIHadToDo,0.0659,2.91,"405,047"
Main-YouCantFightFate,0.0659,2.81,"814,140"
Main-IneffectualSympatheticVillain,0.0656,2.76,"910,447"
Main-EvilSorcerer,0.0654,2.87,"571,704"
Main-TechnicalPacifist,0.0654,2.84,"446,587"
Main-LoveMakesYouEvil,0.0649,2.76,"856,595"
Main-GoodIsNotNice,0.0648,2.73,"1,050,215"
Main-WoobieDestroyerOfWorlds,0.0648,2.70,"1,225,635"
Main-IJustWantToBeNormal,0.0641,2.82,"847,449"
Main-Tykebomb,0.0640,2.82,"700,862"
Main-ObviouslyEvil,0.0634,2.75,"1,159,296"
Main-YouKilledMyFather,0.0632,2.84,"731,578"
Main-SpannerInTheWorks,0.0631,2.76,"946,046"
Main-MIB,0.0629,2.82,"1,046,462"
Main-DoomedHometown,0.0626,2.86,"658,454"
Main-WrongGenreSavvy,0.0625,2.63,"1,996,929"
Main-NotSoHarmless,0.0619,2.75,"715,423"
Main-HopeSpot,0.0619,2.73,"1,280,524"
Main-DirtyCoward,0.0616,2.90,"383,220"
Main-EvilGenius,0.0615,2.81,"598,801"
Main-LaserGuidedKarma,0.0610,2.87,"775,245"
Main-TheMafia,0.0608,2.84,"1,117,573"
Main-InTheBlood,0.0608,2.86,"525,587"
Main-Chessmaster,0.0605,3.72,981
Main-FreakOut,0.0601,2.89,"329,906"
Main-MirrorUniverse,0.0600,2.83,"550,797"
Main-FiveBadBand,0.0594,3.16,"291,445"
Main-BecauseDestinySaysSo,0.0594,2.93,"350,456"
Main-ExactWords,0.0593,2.81,"917,846"
Main-ScrewTheRulesIHaveMoney,0.0592,2.88,"639,340"
Main-BecomingTheMask,0.0589,2.74,"1,423,563"
Main-ThouShaltNotKill,0.0588,2.83,"463,350"
Main-WeHaveReserves,0.0584,2.88,"378,312"
Main-ReligionOfEvil,0.0583,2.88,"518,305"
Main-HarmlessVillain,0.0581,2.84,"461,195"
Main-VillainSong,0.0581,2.70,"2,363,768"
Main-CowboyCop,0.0579,2.95,"501,851"
Main-BlueAndOrangeMorality,0.0578,2.77,"988,989"
Main-DesignatedHero,0.0576,2.80,"859,757"
Main-GuileHero,0.0574,2.78,"1,183,076"
Main-HumiliationConga,0.0574,2.81,"901,819"
Main-ChaoticEvil,0.0572,2.76,"579,419"
Main-RetiredBadass,0.0570,2.87,"535,583"
Main-MoralDissonance,0.0569,2.93,"299,620"
Main-ItsAllAboutMe,0.0569,2.80,"747,167"
Main-BlackAndGrayMorality,0.0569,2.73,"1,198,232"
Main-CrystalDragonJesus,0.0567,2.85,"661,647"
Main-FallenHero,0.0563,2.85,"306,897"
Main-KarmaMeter,0.0560,2.83,"969,054"
Main-ScaryDogmaticAliens,0.0559,2.79,"567,236"
Main-ShootTheShaggyDog,0.0556,2.67,"2,145,072"
Main-GovernmentConspiracy,0.0550,3.03,"328,675"
Main-WorldWarOne,0.0549,2.86,"1,549,737"
Main-InfantImmortality,0.0544,2.70,"2,158,851"
Main-ColonelBadass,0.0543,2.83,"804,174"
Main-SadisticChoice,0.0542,2.77,"870,266"
Main-TakingTheBullet,0.0536,2.80,"769,441"
Main-EvilPlan,0.0536,3.00,"283,389"
Main-GoneHorriblyRight,0.0534,2.75,"921,397"
Main-JumpingOffTheSlipperySlope,0.0533,2.88,"257,581"
Main-WhamLine,0.0530,2.69,"1,989,278"
Main-TokenEvilTeammate,0.0530,2.78,"671,825"
Main-EvilVersusEvil,0.0530,2.77,"655,747"
Main-TheOnlyOneAllowedToDefeatYou,0.0529,2.89,"242,531"
Main-MoreThanMindControl,0.0527,2.83,"409,270"
Main-CorruptChurch,0.0522,2.97,"478,169"
Main-LiteralGenie,0.0503,2.86,"556,918"
Main-BreakTheHaughty,0.0497,2.78,"734,800"
Main-HeelFaceRevolvingDoor,0.0496,2.83,"332,063"
Main-GeneralRipper,0.0496,2.89,"448,677"
Main-RoyalsWhoActuallyDoSomething,0.0490,2.77,"875,827"
Main-SanitySlippage,0.0489,2.84,"759,039"
Main-ManlyTears,0.0488,2.82,"855,987"
Main-ThereAreNoTherapists,0.0488,2.70,"1,007,199"
Main-SecretTestOfCharacter,0.0480,2.78,"721,698"
Main-RousingSpeech,0.0480,2.83,"739,605"
Main-TheCaligula,0.0480,2.86,"747,078"
Main-EvilGloating,0.0478,2.87,"348,116"
Main-BiggerBad,0.0473,2.85,"300,682"
Main-GreyAndGrayMorality,0.0472,2.75,"951,904"
Main-CallingTheOldManOut,0.0471,2.84,"629,896"
Main-TheBadGuyWins,0.0471,2.76,"900,770"
Main-NeverFoundTheBody,0.0470,2.82,"601,496"
Main-AristocratsAreEvil,0.0466,2.70,"1,210,065"
Main-DarkMessiah,0.0464,2.89,"173,110"
Main-FakingTheDead,0.0460,2.89,"603,320"
Main-ContrivedCoincidence,0.0459,2.85,"774,723"
Main-Revenge,0.0458,2.94,"351,138"
Main-GodIsEvil,0.0453,2.93,"378,408"
Main-GodSaveUsFromTheQueen,0.0448,2.82,"1,024,918"
Main-FriendlyEnemy,0.0447,2.79,"568,015"
Main-GambitPileup,0.0447,2.76,"877,945"
Main-SortingAlgorithmOfEvil,0.0447,2.82,"419,908"
Main-LawfulEvil,0.0447,2.75,"441,433"
Main-ChaoticNeutral,0.0446,2.72,"598,469"
Main-HeelRealization,0.0445,2.84,"501,557"
Main-AllOfTheOtherReindeer,0.0444,2.82,"544,671"
Main-FatBastard,0.0443,2.84,"711,582"
Main-EstablishingCharacterMoment,0.0441,2.62,"1,399,547"
Main-XanatosSpeedChess,0.0439,2.87,"372,339"
Main-GenreBlindness,0.0439,2.90,"418,403"
Main-KnightInSourArmor,0.0438,2.82,"611,690"
Main-GetAHoldOfYourselfMan,0.0437,3.18,"95,575"
Main-IncorruptiblePurePureness,0.0437,2.84,"448,312"
Main-GoodScarsEvilScars,0.0434,2.77,"750,478"
Main-DisneyVillainDeath,0.0431,2.73,"896,087"
Main-JerkassWoobie,0.0429,2.62,"1,882,104"
Main-DefiedTrope,0.0429,2.98,"293,257"
Main-ZigZaggingTrope,0.0429,2.93,"322,384"
Main-VillainDecay,0.0428,2.70,"614,709"
Main-IntrepidReporter,0.0427,2.92,"800,975"
Main-CruelAndUnusualDeath,0.0426,2.77,"827,798"
Main-SelfMadeOrphan,0.0424,2.83,"439,262"
Main-LawfulGood,0.0424,2.81,"352,711"
Main-WeCanRuleTogether,0.0424,2.81,"543,747"
Main-TranquilFury,0.0421,2.84,"342,020"
Main-JerkassFacade,0.0421,2.82,"429,729"
Main-NiceJobFixingItVillain,0.0419,2.84,"331,497"
Main-EnemyWithin,0.0416,2.93,"206,495"
Main-RedBaron,0.0416,2.81,"405,766"
Main-ChildrenAreInnocent,0.0413,2.79,"831,548"
Main-GodOfEvil,0.0413,2.92,"197,037"
Main-DiabolicalMastermind,0.0412,2.88,"313,906"
Main-TricksterMentor,0.0411,2.94,"326,486"
Main-VillainBall,0.0411,2.88,"302,291"
Main-TheCape,0.0411,2.96,"162,861"
Main-YouShallNotPass,0.0410,3.22,"123,881"
Main-EnfantTerrible,0.0408,2.82,"497,141"
Main-LawfulStupid,0.0408,2.86,"240,528"
Main-ScrewThisImOuttaHere,0.0406,2.76,"719,681"
Main-BadassDecay,0.0406,2.74,"619,784"
Main-ThoseTwoBadGuys,0.0404,2.84,"675,991"
Main-LoopholeAbuse,0.0402,2.78,"851,881"
Main-IndyPloy,0.0401,2.84,"332,685"
Main-RageAgainstTheHeavens,0.0401,2.91,"366,172"
Main-ANaziByAnyOtherName,0.0400,2.81,"528,072"
Main-FamilyUnfriendlyAesop,0.0400,2.75,"1,166,873"
Main-CosmicKeystone,0.0399,2.94,"220,885"
Main-TheEmperor,0.0396,2.94,"218,423"
Main-WarIsHell,0.0394,2.87,"628,797"
Main-AFatherToHisMen,0.0393,2.89,"493,097"
Main-JackBauerInterrogationTechnique,0.0390,2.94,"283,201"
Main-KillAllHumans,0.0389,2.86,"292,495"
Main-CrapsaccharineWorld,0.0386,2.70,"1,223,723"
Main-StuffedIntoTheFridge,0.0386,2.86,"377,343"
Main-PoliceAreUseless,0.0384,2.86,"862,879"
Main-TheCavalry,0.0380,2.95,"311,919"
Main-MeaningfulEcho,0.0380,2.84,"426,072"
Main-JumpedAtTheCall,0.0379,2.90,"279,683"
Main-PresidentEvil,0.0377,2.89,"450,131"
Main-SelfFulfillingProphecy,0.0377,2.87,"245,640"
Main-AlmightyJanitor,0.0377,2.78,"769,836"
Main-DefectorFromDecadence,0.0376,2.86,"395,294"
Main-WhatDoYouMeanItsNotHeinous,0.0376,2.85,"580,100"
Main-YouBastard,0.0375,2.84,"406,955"
Main-TheLegionsOfHell,0.0375,2.95,"199,823"
Main-HeroAntagonist,0.0375,2.87,"318,646"
Main-TheDogBitesBack,0.0372,2.86,"374,636"
Main-AmoralAttorney,0.0370,2.92,"474,689"
Main-JokerImmunity,0.0370,2.82,"206,703"
Main-SurroundedByIdiots,0.0368,2.88,"329,460"
Main-BlackAndWhiteMorality,0.0368,2.88,"434,875"
Main-ActualPacifist,0.0368,2.98,"195,694"
Main-DiscOneFinalBoss,0.0367,2.74,"389,000"
Main-PreMortemOneLiner,0.0367,2.83,"381,443"
Main-HumanSacrifice,0.0366,2.96,"374,550"
Main-HyperCompetentSidekick,0.0366,2.84,"459,107"
Main-WarriorPoet,0.0365,2.87,"280,194"
Main-YankTheDogsChain,0.0364,2.80,"362,744"
Main-LoveRedeems,0.0363,2.79,"362,358"
Main-LoveableRogue,0.0361,2.86,"649,300"
Main-CareerKillers,0.0359,2.91,"445,803"
Main-ProperlyParanoid,0.0359,2.83,"371,520"
Main-FireForgedFriends,0.0356,2.85,"477,161"
Main-EvilerThanThou,0.0356,2.69,"472,865"
Main-Hypocrite,0.0355,2.92,"331,320"
Main-KlingonPromotion,0.0354,2.91,"265,357"
Main-Pride,0.0354,2.98,"215,474"
Main-JustBetweenYouAndMe,0.0354,2.87,"254,078"
Main-TheUnfettered,0.0353,2.82,"253,578"
Main-TheBaroness,0.0352,2.77,"428,966"
Main-LastStand,0.0352,2.88,"497,158"
Main-BountyHunter,0.0351,2.92,"453,194"
Main-MorallyAmbiguousDoctorate,0.0351,2.78,"623,511"
Main-ArrogantKungFuGuy,0.0350,2.93,"226,474"
Main-FauxAffablyEvil,0.0350,2.81,"343,061"
Main-BadassPreacher,0.0350,2.86,"635,612"
Main-MyGreatestFailure,0.0349,2.90,"292,278"
Main-FakeUltimateHero,0.0349,2.90,"300,367"
Main-WickedCultured,0.0348,2.83,"452,216"
Main-MessianicArchetype,0.0348,2.92,"301,255"
Main-PlayerPunch,0.0348,2.74,"610,095"
Main-KangarooCourt,0.0347,2.91,"391,912"
Main-GentlemanThief,0.0346,3.00,"550,964"
Main-ChildSoldiers,0.0346,2.85,"586,724"
Main-LaughingMad,0.0343,2.88,"261,836"
Main-EnemyCivilWar,0.0342,2.88,"198,439"
Main-SlidingScaleOfAntiHeroes,0.0340,2.52,"1,602,512"
Main-ShellShockedVeteran,0.0338,2.86,"525,685"
Main-EvilAlbino,0.0336,2.85,"401,922"
Main-CardboardPrison,0.0335,2.88,"249,988"
Main-TortureTechnician,0.0335,2.77,"409,404"
Main-LetsYouAndHimFight,0.0334,2.85,"322,563"
Main-ShroudedInMyth,0.0334,2.85,"396,199"
Main-ActionSurvivor,0.0333,2.85,"564,395"
Main-UltimateEvil,0.0332,2.94,"157,148"
Main-BaldOfEvil,0.0330,2.87,"362,971"
Main-AmbitionIsEvil,0.0330,2.86,"322,586"
Main-DissonantSerenity,0.0329,2.86,"297,962"
Main-AsskickingEqualsAuthority,0.0329,2.90,"170,386"
Main-MuggingTheMonster,0.0329,2.73,"824,919"
Main-DaChief,0.0329,3.05,"275,363"
Main-ConspiracyTheorist,0.0328,2.93,"357,666"
Main-Cult,0.0326,2.88,"468,642"
Main-CosmicPlaything,0.0326,2.90,"340,804"
Main-DoomedByCanon,0.0326,2.83,"402,557"
Main-TenMinuteRetirement,0.0325,2.93,"237,024"
Main-BullyingADragon,0.0325,2.73,"614,029"
Main-MultipleChoicePast,0.0324,2.85,"262,290"
Main-BeardOfEvil,0.0322,2.83,"380,451"
Main-DramaticIrony,0.0322,2.90,"314,234"
Main-EvilIsNotAToy,0.0322,2.81,"254,285"
Main-KidsAreCruel,0.0320,2.91,"594,974"
Main-TraumaCongaLine,0.0320,2.82,"273,292"
Main-LegionOfDoom,0.0319,2.89,"177,680"
Main-PathOfInspiration,0.0318,2.95,"133,980"
Main-GoKartingWithBowser,0.0318,2.83,"282,517"
Main-ClearMyName,0.0317,2.89,"708,426"
Main-HorribleJudgeOfCharacter,0.0317,2.87,"231,016"
Main-ChaoticGood,0.0317,2.73,"357,738"
Main-DesignatedVillain,0.0316,2.84,"355,175"
Main-ThanatosGambit,0.0316,2.86,"327,895"
Main-EvilBrit,0.0316,2.85,"323,793"
Main-CutLexLuthorACheck,0.0315,2.78,"367,245"
Main-DeathByOriginStory,0.0315,2.86,"447,769"
Main-PayEvilUntoEvil,0.0315,2.78,"546,475"
Main-TheSyndicate,0.0314,2.92,"234,885"
Main-EvilCannotComprehendGood,0.0314,2.79,"291,451"
Main-EvilIsCool,0.0314,2.72,"402,816"
Main-ICannotSelfTerminate,0.0313,2.86,"239,179"
Main-KickTheSonOfABitch,0.0311,2.84,"282,211"
Main-HeKnowsTooMuch,0.0310,2.91,"250,363"
Main-ProphecyTwist,0.0310,2.89,"246,243"
Main-MotiveRant,0.0310,2.85,"365,697"
Main-ILied,0.0309,2.90,"218,428"
Main-FutureMeScaresMe,0.0308,2.92,"178,085"
Main-DirtyCop,0.0308,3.02,"298,678"
Main-EvilMentor,0.0307,2.94,"122,364"
Main-KilledMidSentence,0.0304,2.83,"324,040"
Main-BurnTheWitch,0.0304,2.88,"463,995"
Main-ThePiratesWhoDontDoAnything,0.0303,2.78,"569,607"
Main-RivalTurnedEvil,0.0301,2.99,"83,873"
Main-ChronicHeroSyndrome,0.0300,2.80,"338,666"
Main-PsychoElectro,0.0299,2.80,"268,010"
Main-GodEmperor,0.0299,2.92,"161,843"
Main-PuttingOnTheReich,0.0299,2.94,"278,729"
Main-NinetiesAntiHero,0.0298,2.90,"180,794"
Main-HeroicResolve,0.0298,2.93,"107,890"
Main-EasilyForgiven,0.0296,2.84,"346,677"
Main-PokeThePoodle,0.0296,2.91,"187,021"
Main-Ubermensch,0.0296,2.91,"139,362"
Main-EvenBadMenLoveTheirMamas,0.0295,2.81,"443,439"
Main-TragicHero,0.0294,2.87,"258,395"
Main-MySpeciesDothProtestTooMuch,0.0294,2.87,"211,810"
Main-WhatMeasureIsAMook,0.0293,2.83,"222,632"
Main-DevilInPlainSight,0.0293,2.91,"217,410"
Main-BlondGuysAreEvil,0.0293,2.84,"376,909"
Main-WorldOfCardboardSpeech,0.0292,2.84,"302,803"
Main-BrokenPedestal,0.0292,2.85,"281,795"
Main-OutGambitted,0.0291,2.87,"236,128"
Main-TookALevelInJerkass,0.0291,2.85,"238,653"
Main-FourStarBadass,0.0291,2.92,"223,396"
Main-TrueNeutral,0.0290,2.79,"332,320"
Main-LaughablyEvil,0.0290,2.86,"217,058"
Main-MexicanStandoff,0.0289,2.89,"246,652"
Main-EverybodysDeadDave,0.0288,2.83,"417,971"
Main-AlwaysSaveTheGirl,0.0287,2.86,"220,015"
Main-SaveTheVillain,0.0287,2.83,"340,252"
Main-TerribleTrio,0.0286,2.87,"355,823"
Main-DyingMomentOfAwesome,0.0286,2.78,"436,659"
Main-BigBadDuumvirate,0.0286,2.91,"153,974"
Main-FatalFlaw,0.0285,2.97,"143,247"
Main-SinisterMinister,0.0281,2.92,"324,127"
Main-AMillionIsAStatistic,0.0281,2.84,"1,487,788"
Main-EnemyWithout,0.0281,2.89,"145,882"
Main-OmniscientMoralityLicense,0.0280,2.90,"156,066"
Main-DudeWheresMyRespect,0.0276,2.84,"326,839"
Main-LargeAndInCharge,0.0276,2.91,"223,201"
Main-SealedGoodInACan,0.0275,2.96,"156,202"
Main-YouCantGoHomeAgain,0.0274,2.89,"340,425"
Main-Supervillain,0.0273,3.20,"33,827"
Main-NotHimself,0.0273,2.90,"222,393"
Main-MadBomber,0.0272,2.82,"289,182"
Main-InspectorJavert,0.0272,2.93,"227,556"
Main-SevenDeadlySins,0.0272,2.80,"543,562"
Main-PyrrhicVictory,0.0272,2.87,"305,657"
Main-TheHunter,0.0271,2.94,"212,791"
Main-HijackedByGanon,0.0271,2.86,"203,758"
Main-TricksterArchetype,0.0270,2.91,"237,566"
Main-KnightOfCerebus,0.0269,2.78,"225,269"
Main-Heel,0.0269,3.19,"53,411"
Main-FakeDefector,0.0269,2.92,"157,579"
Main-GondorCallsForAid,0.0268,2.91,"175,593"
Main-SenselessSacrifice,0.0267,2.90,"187,676"
Main-DoomsdayDevice,0.0266,2.90,"246,202"
Main-DeusAngstMachina,0.0265,2.82,"507,616"
Main-NumberTwo,0.0265,2.87,"245,691"
Main-RedScare,0.0264,2.99,"326,466"
Main-TalkingTheMonsterToDeath,0.0263,2.76,"323,795"
Main-ReverseMole,0.0262,2.99,"161,235"
Main-VigilanteMan,0.0262,2.99,"224,741"
Main-RapeIsASpecialKindOfEvil,0.0261,2.79,"284,272"
Main-JerkassGods,0.0261,2.92,"250,225"
Main-TheFundamentalist,0.0261,2.96,"314,412"
Main-SixthRangerTraitor,0.0260,3.04,"84,956"
Main-NoGoodDeedGoesUnpunished,0.0259,2.85,"227,949"
Main-WeCouldHaveAvoidedAllThis,0.0259,3.02,"101,215"
Main-FallenAngel,0.0259,2.98,"160,368"
Main-PoliticallyIncorrectVillain,0.0259,2.86,"328,581"
Main-TheStrategist,0.0258,3.04,"71,129"
Main-TheAlliance,0.0257,3.05,"146,583"
Main-AssimilationPlot,0.0257,2.92,"148,983"
Main-UnspokenPlanGuarantee,0.0257,2.88,"320,244"
Main-RousseauWasRight,0.0256,2.98,"133,439"
Main-MoralMyopia,0.0255,2.91,"130,523"
Main-MinionWithAnFInEvil,0.0255,2.93,"165,104"
Main-EvilMinions,0.0254,3.03,"149,368"
Main-OrderVersusChaos,0.0253,2.89,"238,742"
Main-IHaveYourWife,0.0253,2.90,"270,736"
Main-WildCard,0.0253,2.88,"104,180"
Main-GeneralFailure,0.0252,2.92,"119,316"
Main-NeckSnap,0.0252,2.87,"303,170"
Main-RefusalOfTheCall,0.0251,2.94,"263,821"
Main-MoralityChain,0.0251,2.71,"376,565"
Main-BondVillainStupidity,0.0251,2.90,"166,106"
Main-ManchurianAgent,0.0250,3.01,"120,067"
Main-EvilSoundsDeep,0.0249,2.83,"255,536"
Main-UndyingLoyalty,0.0249,2.88,"206,389"
Main-TheOmniscientCouncilOfVagueness,0.0249,2.88,"270,319"
